Monster Spoilers for 変愚蛮怒 3.0.0Alpha54
------------------------------------------

Name                                          Lev  Rar  Spd      Hp      Ac          Visual Info
[U] 足なんて飾り『サンダーズ大佐』             36    3  +10    1500      80           黄色の 'p'
[U] ブラック・トロル『ログログ』               36    5  +10    1500      70           灰色の 'T'
    ブラック・プリン                           37    5   +0     400      18           灰色の 'j'
    シャン                                     37    4  +10   20d10     120       明るい青の 'I'
    ミイラ・トロル                             37    1   +0     190      50             白い 'z'
    ウィル・オー・ウィスプ                     37    4  +20     200     150           黄色の 'E'
    ネクサス・ボルテックス                     37    1  +10   32d10      40             紫の 'v'
    プラズマ・ボルテックス                     37    1  +10   32d10      40       明るい赤の 'v'
    殺人タマムシ                               37    2   +0     250      60           万色の 'K'
    マグマのエレメンタル                       37    2   +0   35d10      70       オレンジの 'E'
    虹色の蝶人                                 37    2  +10   60d10      60           万色の 'I'
    タイム・エレメンタル                       37    2  +10   35d10      70       明るい緑の 'E'
    盲目のもの                                 37    2  +10     350      70       明るい赤の 'l'
[U] 『女王アリ』                               37    2  +10    1500     100             紫の 'a'
    シャウラス・ハンター                       37    2  +10   38d29      70             緑の 'F'
    炎の使者                                   37    3  +10     500     100           黄色の 'd'
    ゴールド・ドラゴン                         37    2   +0     560      80           黄色の 'd'
    クリスタル・ドレイク                       37    2   +5     500     100           透明な 'd'
    骸骨ドラゴン                               37    3   +0  120d10      55   明るい青灰色の 'D'
    窖の怪物                                   37    3  +10     800      60       明るい青の 'L'
[U] 狂戦士『バストラル』                       37    4  +11    1900      90   明るい琥珀色の 'p'
[U] 『ビッグキューちゃん』                     37    3  +10    1200      60       明るい赤の 'B'
    手榴弾                                     38  255  +20       5       0             赤い '{'
    発光ボルテックス                           38    4  +30    6d12      30           万色の 'v'
    中級修験者                                 38    3  +10     525      50       オレンジの 'p'
    精霊馬                                     38    3  +13     813      13       明るい緑の 'q'
    タイム・ボルテックス                       38    4  +20   32d10      40       明るい緑の 'v'
    首なし鬼                                   38    1   +5     399      70   明るい琥珀色の 'O'
    白衣の高位修行僧                           38    1  +10   47d17      51   明るい青灰色の 'p'
    夜鬼                                       38    2   +0     240      50           灰色の 'U'
    死の騎士                                   38    1  +10     600     100         青灰色の 'p'
[U] ログルスの達人『マンドール』               38    5  +10     968      90             紫の 'p'
    ノーブル・ワイト                           38    2   +5     380      40       オレンジの 'W'
    古代ブロンズ・ドラゴン                     38    2  +10     730     100   明るい琥珀色の 'D'
    ブラック・レイス                           38    2  +10     500      55           灰色の 'W'
    空飛ぶ鯨                                   38    6   +0     800      75       明るい青の 'l'
    熾天使                                     38    4  +10     500      68             白い 'A'
[U] 黄金王『アル=ファラゾン』                  38    6  +10    1800      90           黄色の 'p'
[U] 炎の精『ローゲ』                           38    3  +10    1500      50       明るい赤の 'E'
    地獄の男爵                                 38    3   +0    1200     130   明るい琥珀色の 'U'
[U] 父なる『ダゴン』                           38    3  +10    1881      80             緑の 'u'
[U] 母なる『ハイドラ』                         38    3  +10    1881      80             緑の 'u'
[U] スーパーモンキー『孫悟空』                 38    3  +10    1500      80         琥珀色の 'Y'
    ビホルダー                                 38    4   +5   16d99      70             緑の 'e'
[U] 『ロレント』                               38    4  +40     900     150         琥珀色の 'p'
[U] 疾翼『メネルドール』                       38    1  +30    1300      65         琥珀色の 'B'
[U] 超大なる『ギガント』                       38    6   +0    2000      75         青灰色の 'l'
[U] 『鈴木土下座ェ門』                         38    4  +10    1600      80             緑の 'e'
    ポンチャウ                                 39    4  +20   38d20      10           黄色の 'r'
    エルドラク                                 39    3   +0     750      80             赤い 'T'
    エティン                                   39    3   +0    1000      80           黄色の 'T'
    二周目の特大の泡                           39    3  +10   25d25      50             青い 'j'
    炎の精                                     39    4  +10     624     133             赤い 'V'
    クイックシルバー・ドラゴン                 39    3  +10     540     110         青灰色の 'd'
    冥界レイス                                 39    2  +10     480      55       明るい赤の 'W'
    バンパイア・ロード                         39    3  +10    1600      70             青い 'V'
    七首ヒドラ                                 39    2  +10  100d10      90       明るい緑の 'M'
    ユニコーン                                 39    6  +10   30d50     100   明るい青灰色の 'q'
    クトーニアン                               39    2  +10    1000      90           灰色の 'w'
    古代グリーン・ドラゴン                     39    1  +10     720      85       明るい緑の 'D'
    古代ブルー・ドラゴン                       39    1  +10     720      85       明るい青の 'D'
    リッチの修行僧                             39    2   +5     960      80         琥珀色の 'L'
    古代ホワイト・ドラゴン                     39    1  +10     720      85             白い 'D'
    古代ブラック・ドラゴン                     39    1  +10     720      85         青灰色の 'D'
    マンキュバス                               39    2   -5    1400      90   明るい琥珀色の 'U'
    ナイトメア                                 39    3  +10    1500      85             紫の 'q'
[U] レブマの女王『モイア』                     39    3  +10    2000      40             青い 'E'
[U] 『スキュラ』                               39    2  +15    1500      90       明るい緑の 'M'
[U] 点『P』                                    39    5  +30    1000      50           万色の '.'
    劣化イモムシの大群                         40    3  -10    10d8       5           万色の 'w'
    ウボ=サスラの落とし子                      40    5   +5   30d10      40           万色の 'j'
    殺人スカラベ                               40    1  +10   10d69      70       明るい緑の 'K'
    ハイ=エルフ・レンジャー                    40    3   +5   50d30      70       明るい緑の 'h'
    モアイ                                     40    2   -5   30d25      85   明るい琥珀色の 'g'
    トーテムモアイ                             40    2   +0   20d20      90   明るい琥珀色の 'g'
    不可解な煙霧                               40    2  +10   35d10      40           万色の '#'
    闘トロル                                   40    3  +10     500     100             緑の 'T'
    黄衣の高位修行僧                           40    2  +10   55d15      46       オレンジの 'p'
    スピリット・トロル                         40    3   +0    1000      90             紫の 'T'
    ディジニ                                   40    3  +20   70d10      90             青い 'P'
    イフリート                                 40    3  +10   70d10      70             赤い 'P'
    ダオ                                       40    6  +10   70d10      70       オレンジの 'P'
    邪舞邪舞鳥                                 40    3   +0   80d13      70         琥珀色の 'B'
    撲殺の悪魔                                 40    2   +0     400      50         青灰色の 'U'
    デス・クアシト                             40    3  +20     440      80             白い 'u'
    ザレン                                     40    1  +10     320      80           黄色の 'X'
    腐乱クイルスルグ                           40    1  +10     160       1   明るい琥珀色の 'Q'
    アーチプリースト                           40    2  +10     520      60             青い 'p'
    運命の魔女                                 40    4  +15     550      60           黄色の 'p'
[U] ジュリアンの乗馬『明の明星』               40    3  +20    3000     100   明るい青灰色の 'q'
    トロルの王                                 40    1  +10    1000      90       明るい赤の 'T'
[U] ラオウの愛馬『黒王号』                     40    3  +20    3000     100           灰色の 'q'
    達人超能力者                               40    2  +10     800      60           黄色の 'p'
    エンチャントレス                           40    4  +20     520      60           黄色の 'p'
    ミノタウロス                               40    2  +20  100d10      25   明るい琥珀色の 'H'
    ソーサラー                                 40    2  +20     520      60       オレンジの 'p'
    古代レッド・ドラゴン                       40    1  +10     828      90             赤い 'D'
    九首ヒドラ                                 40    2  +10  100d12      95       オレンジの 'M'
[U] 多首の『カブラックス』                     40    3  +10    1300      85           万色の 'd'
    スカイ・ゴーレム                           40    3   +0     800     116       明るい青の 'g'
[U] 魔界の一匹狼『クラウス・ローゼンバーグ』   40    2  +10    1800     100   明るい青灰色の 'U'
[U] 黒衣の騎士『アシュラム』                   40    4  +10    1540     120           灰色の 'p'
[U] 幻の鯨『イッカク』                         40   20  +20    2500     100             白い 'l'
[U] 闇の格闘王『ベガ』                         40    4  +10    2000     110             緑の 'p'
    金銀パールプレゼントの鬼                   40   77  +10     777     177           黄色の 'O'
[U] 風早彦『グワイヒア』                       40    1  +32    1500      65         琥珀色の 'B'
[U] ダークエルフの鍛冶師『エオル』             40    3  +10    2200     110           灰色の 'h'
[U] ブランドの情婦『ジャスラ』                 40    3  +10    2400     100             紫の 'n'
[U] 『カルバノグの殺人兎』                     40    4  +25    2000     220             白い 'r'
    悪魔崇拝司祭                               41    2  +10     280      50             赤い 'p'
    精霊牛                                     41    3  -16     816      16             青い 'q'
    巨大首なし                                 41    2   +0   30d25      50         琥珀色の 'H'
    黒衣の高位修行僧                           41    3  +10   63d11      57         青灰色の 'p'
    紅衣の高位修行僧                           41    3  +10   56d12      59             赤い 'p'
    バイアクヘー                               41    3   +0     450      40           灰色の 'U'
    グレーター・ファルメル・グルームルーカー   41    3  +10     868      95             青い 'h'
    ミミック(ミミック(ミミック(ミミック(ミミ   41    6   +0   60d14      40   明るい青灰色の '`'
    ック(ミミック(ミミック(ミミック(ミミック
    (ミミック(ミミック(箱)の像)の像)の像)の
    像)の像)の像)の像)の像)の像)の像)
    ツァトゥグァの落とし子                     41    2   +0     440      50           灰色の 'U'
    ダークエルフ・ソーサラー                   41    2  +20     800      70             紫の 'h'
    デス・ドレイク                             41    2  +10    1200      90         琥珀色の 'D'
    古代ゴールド・ドラゴン                     41    2  +10    1200     100           黄色の 'D'
    古代クリスタル・ドラゴン                   41    2  +10    1200      90           透明な 'D'
    天上界ドラゴン                             41    2  +10    1200     100       オレンジの 'D'
[U] ブランドの息子『リナルド』                 41    3  +10    1600     120             白い 'p'
[U] バラヒアを裏切りし『ゴルリム』             41    3  +10    1600     120         青灰色の 'z'
[U] 巨龍『ベルフレイム』                       41    2   +6    1800     100       明るい赤の 'D'
[U] 『ストリガルドワー』                       41    3  +10    1200      60   明るい青灰色の 'U'
    堕天使                                     41    5  +20  100d35     140           灰色の 'A'
    アルコン                                   41    5  +20  100d35     140             紫の 'A'
    マスターリッチ                             41    2  +10    1800      80   明るい青灰色の 'L'
[U] 闇の審判『ファイア』                       41    3  +10    1800      70             赤い 's'
[U] 闇の審判『フィアー』                       41    4  +10    1800      70           灰色の 'W'
[U] 闇の審判『モーティス』                     41    3  +10    1800      70       明るい緑の 'z'
[U] 自存する源『ウボ=サスラ』                  41    3  +10    2000      80   明るい青灰色の 'j'
    シャドウ・デーモン                         42    3  +10   10d20      30             紫の 'G'
    ドリード                                   42    1  +10   25d20      30       オレンジの 'G'
    トリクロプス                               42    3  +10   72d12     100         琥珀色の 'P'
    忌まわしき狩人                             42    2   +0     510      90           灰色の 'U'
    ドラウグル・デスロード                     42    3  +10    1050      80           灰色の 'z'
    ストーン・リッチ                           42    3   +5    1400      70           灰色の 'L'
    大バシリスク                               42    2  +10    1500      90           灰色の 'R'
[U] 『影のジャック』                           42    4  +40    3000     150         青灰色の 'p'
    古代万色ドラゴン                           42    1  +10    1800      95           万色の 'D'
[U] 濃尾無双『岩本虎眼』                       42    5  +12    1815      75       オレンジの 'p'
    ムーマク                                   43    2   +0   90d10      55         青灰色の 'q'
    エンペラー・ワイト                         43    2  +10     494      40           黄色の 'W'
    <コーン>のジャガーノート                   43    3  +10   90d19      90           灰色の 'g'
    デヴチォコヴォ                             43    9   -5    3500     180           黄色の 'B'
    ゼファーロード                             43    2  +15     880      70           万色の 'W'
    赤チォコヴォ                               43   10  +10    1100     100             赤い 'B'
    グウィンの黒騎士                           43    3  +15    1800     130         青灰色の 'p'
    年経た氷のエレメンタル                     43    2  +10  125d20      70             白い 'E'
    シュブ=ニグラスの黒い仔山羊                43    2  +10    1200      75           灰色の '#'
    年経た風のエレメンタル                     43    2  +15   95d20      60       明るい青の 'E'
[U] 大地の主『クェイカー』                     43    4   +0    1800      97         琥珀色の 'E'
    地獄の公爵                                 43    3   +0    1800     130         琥珀色の 'U'
[U] 『プロフェッサー・オオツキ』               43    2  +14    1936     100       明るい赤の 'p'
    異次元の色彩                               43    2  +10    1200     100           万色の '.'
[U] 死の『バルマー卿』                         43    2  +10    2100      90           灰色の 'L'
[U] 太古の大神官『イムホテップ』               43    2  +10    2100      80             紫の 'z'
    死のレプラコーン                           44    6  +10     6d6      13           灰色の 'h'
    カミカゼ・ハウンド                         44    4  +20   30d10      50       オレンジの 'Z'
    ヴォア                                     44    2  +15   35d10      30             紫の 'S'
    冥界オーガ                                 44    1   +5     700      75         青灰色の 'O'
    ショゴス                                   44    2  +30    1000      80           灰色の 'j'
    ハイ・プリースト                           44    2  +10     800      60             白い 'p'
    リッチの上級修行僧                         44    2  +10    1200      80   明るい琥珀色の 'L'
    ロイガー                                   44    2  +10    1500     100       明るい青の 'v'
    十一首ヒドラ                               44    2  +10  100d18     100       明るい赤の 'M'
    年経た火のエレメンタル                     44    2  +10  135d20      70             赤い 'E'
[U] 丘からの恐怖『チャウグナール・ファウグン   44    4   +0    3000     125           灰色の 'q'
    』
[U] 風の女王『アリエル』                       44    4  +20    2700      50       明るい青の 'E'
    ドリードマスター                           44    2  +10    1200     100       オレンジの 'G'
    レッサー・バルログ                         44    3  +10    1800      50       明るい赤の 'U'
    ドローレム                                 44    8  +10    3000     130             緑の 'g'
[U] ウォウズの犬王『ドワール』                 44    3  +10    2000      90           灰色の 'W'
[U] テレサの親玉『キングテレサ』               44    4  +15    1800      50             白い 'G'
[U] 『ウートガルザ・ロキ』                     44    3  +10    4000     125             白い 'P'
[U] 闇の審判『デス』                           44    3  +10    2250      90           灰色の 'W'
[U] 長虫『スカサ』                             44    2  +10    2000     130             白い 'D'
[U] カメレオンの王                             45    1   +0  25d100       0             紫の 'R'
    暁の戦士                                   45    2  +10   25d25      70       明るい赤の 'p'
    土の鬼                                     45    2   +5     800      80         琥珀色の 'O'
    水の鬼                                     45    2   +5     800      80       明るい青の 'O'
    超エリート・パラディン                     45    2  +10     770     144             白い 'p'
    マリード                                   45    6  +10   75d15      75             緑の 'P'
    ハヤブサ                                   45    2   +5    1000      50             緑の 'B'
    ハヤブサ                                   45    2  +10   25d25      50             緑の 'B'
    ★シヴァの化身の軟革ブーツ (+5,+5) [4,16   45    4  +30     840      80   明るい琥珀色の ']'
    ] (+4加速) {+速器r因;麻浮(器}
    年経た汚物エレメンタル                     45    3  +10  118d20     100   明るい琥珀色の 'E'
    デュラハン                                 45    3  +10    1200      85             紫の 'p'
    ビッグ・ビホルダー                         45    4  +10    1600      75       明るい緑の 'e'
    石ドラゴン                                 45    3   +0    2500     170           灰色の 'D'
    年経たマグマのエレメンタル                 45    2   +5  100d20      70       オレンジの 'E'
    拡散の尖兵                                 45    4   +0    3200      90         青灰色の 'U'
[U] 破壊の怨念『久遠』                         45    2  +10    2100      65           黄色の 'f'
    殺戮の暴君                                 45    3  +10    3000     125             緑の 'R'
    アラクノトロン                             45    3   +5    1200     100   明るい琥珀色の 'S'
    灰色の掠奪者                               45    3  +10    2500     120           灰色の 'L'
[U] 『ストームブリンガー』                     45    2  +10    1599      99           灰色の '|'
[U] 『マニマニのあくま』                       45    3  +10    2580     100           万色の 'g'
[U] 『ゾス=オムモグ』                          45    4  +10    2500      50         琥珀色の 'R'
[U] 黄金竜『スマウグ』                         45    2  +10    2000     100       明るい赤の 'D'
    突撃狂信レプラコーン                       46    6  +13     6d6      13           灰色の 'h'
    羅生門の鬼                                 46    2   +5     900      85             紫の 'O'
    盗賊の頭領                                 46    2  +20  15d100      75       明るい青の 'p'
    ファルメル・ナイトプロウラー               46    3  +10   50d49      85       明るい青の 'h'
    レッサー・タイタン                         46    1  +10    1500      80           黄色の 'P'
    リッチの破戒僧                             46    3  +10   70d39      80             赤い 'L'
    エント                                     46    3  +10    4000     120       明るい緑の '#'
    幽体ティラノサウルス                       46    3  +10    3000     120       明るい緑の 'R'
[U] 三上山の『大ムカデ』                       46    3  +10    5000     150           灰色の 'c'
    ドラコリッチ                               46    2  +10    1960     110       明るい青の 'D'
    ドラコリスク                               46    2  +10    1960     110             赤い 'D'
[U] 忍耐強きもの『イブ=ツトゥル』              46    2  +10    3025     100           灰色の 'P'
[U] 『ガタノソア』                             46    2  +10    3000     100           灰色の 'H'
    デス・モルド                               47    1  +30  100d20      60           灰色の 'm'
[U] 呪われし『マレキス』                       47    2  +15    2500      70             紫の 'h'
    デイドラ・ブルー・ドラゴン                 47    1  +10    1950     110             青い 'D'
    デイドラ・ホワイト・ドラゴン               47    1  +10    1950     110   明るい青灰色の 'D'
    デイドラ・グリーン・ドラゴン               47    1  +10    1950     110             緑の 'D'
    デイドラ・ブラック・ドラゴン               47    1  +10    1950     110           灰色の 'D'
[U] 木の鬚『ファンゴルン』                     47    3  +10    5000     120       明るい緑の '#'
    ブロンズ・リッチ                           47    3  +10    1900      85       明るい青の 'L'
[U] 大江山の鬼の王『酒呑童子』                 47    3  +15    3000     120       オレンジの 'O'
[U] ファイア・ドレイク『イタンガスト』         47    4  +10    2200     100             赤い 'D'
[U] 竜の『ファフナー』                         47    4  +10    2750     100       明るい緑の 'D'
[U] 三途の川の渡し守『カロン』                 47    3  +10    2800     100           灰色の 'W'
    月光蝶                                     48    6  +10   70d50      64             青い 'I'
    デイドラ・レッド・ドラゴン                 48    1  +10    2250     120             赤い 'D'
[U] 地獄の論客『カイム』                       48    4  +10    2400     120           灰色の 'B'
[U] 暗黒の島マーモの皇帝『ベルド』             48    4  +15    2310     160             赤い 'p'
[U] ドラゴン族の祖『グラウルング』             48    2  +10    2800     120             赤い 'D'
    ケット・シー                               49    3  +10   40d50      80       明るい青の 'f'
    古代クイックシルバー・ドラゴン             49    4  +15    2100     130         青灰色の 'D'
    九尾の狐                                   49    7  +10    1800     140             白い 'f'
[U] モアイの総大将『ヴァイフ』                 49    2  +10    3000     100           灰色の 'g'
[U] 『カリブディス』                           49    1  +10    4000     100             赤い 'l'
    ミッド・タイタン                           49    1  +10    2500     110       オレンジの 'P'
    ハーフタイタン                             49    2  +10  100d50     110   明るい青灰色の 'P'
    金のエンゼル                               50  100  +50    1500     120           黄色の 'A'
    テポドン                                   50   10  +10      98      80   明るい青灰色の '{'
    長老岩                                     50    4  +10   15d40      80   明るい青灰色の '#'
    アイ・ホーン                               50    2   +0   20d20       0       オレンジの 'e'
    エッヂ                                     50    2  +30   20d20       0             青い 'e'
    ミラークの信者                             50    5  +10   40d40      80   明るい琥珀色の 'p'
    ミラークの信者                             50    5  +10   40d40      80         琥珀色の 'p'
    クリスタル・キューブ                       50    4  +15     1d3     200       明るい青の 'g'
    マウロタウロス                             50    2  +20    3250      50         琥珀色の 'H'
    ナイトウィング                             50    4  +10   60d30     120           灰色の 'W'
    上級修験者                                 50    3  +15    1100      60       オレンジの 'p'
    メンデスの山羊                             50    3  +10    1998      66           灰色の 'q'
    ニカデーモン                               50    3  +10    3069      80       オレンジの 'U'
    プラネター                                 50    6  +20    2200     150             赤い 'A'
    巨大バシリスク                             50    2  +10    2250     100           灰色の 'R'
    グレーター・バルログ                       50    3  +10    3000      80       明るい赤の 'U'
[U] サイヤ人『ナッパ』                         50    3  +15    2500     125   明るい琥珀色の 'p'
[U] 溶岩の怪物『ヨガン』                       50    4   -3    3000     110       明るい赤の '~'
    万色デイドラ・ドラゴン                     50    2  +10    3000     125           万色の 'D'
[U] 『コカトリス』                             50    3   +5    3600     100           黄色の 'c'
    デーモン・クイルスルグ                     51    1  +10     480       1       明るい赤の 'Q'
    天使・クイルスルグ                         51    2  +10     480       1             白い 'Q'
    ストームトロル                             51    2  +10    3000     110             青い 'T'
    魔力ハウンド                               51    4  +15   60d10     100       明るい青の 'Z'
    冥界ハウンド                               51    2  +10   60d10     100           灰色の 'Z'
    タイム・ハウンド                           51    4  +15   60d10     100       明るい緑の 'Z'
    プラズマ・ハウンド                         51    2  +10   60d10     100       明るい赤の 'Z'
    闇のエルフの影                             51    2  +20     864      50             白い 'h'
    グレーター・ファルメル・ナイトプロウラー   51    3  +10    2200     120   明るい青灰色の 'h'
[N] ドラウグル・デス・オーバーロード           51    4  +10    2600      90             赤い 'z'
    ファスティトカロン                         51    3  +10    4500     150             緑の 'D'
[U] 『マダム・デビ』                           51    3  +10    2400     100             紫の 'k'
[U] オーディンの乗馬『スレイプニル』           51    3  +20    4000     140       オレンジの 'q'
[U] トロルの『ウリク』                         51    4  +20    3500     120       オレンジの 'T'
[U] ミノタウロスの王『バフォメット』           51    4  +20    3500     120           灰色の 'H'
[U] 冥界の支配者『ダーネヴィール』             51    2  +10    3000     130             紫の 'D'
    聖堂騎士                                   52    2  +10    1500     130             白い 'p'
    アンデッド・ビホルダー                     52    4  +10   37d99      80         青灰色の 'e'
    地獄の騎士                                 52    1  +10    1500     110         青灰色の 'p'
    ファルメル・シャドウマスター               52    3  +10   75d49     100         青灰色の 'h'
[U] 『ロボ・ガンダルフ』                       52    3  +10    2750     140         青灰色の 'g'
[U] リンゴ嫌い『ブル・ゲイツ』                 52    3  +30    2500      90           灰色の 'p'
    グレーター・タイタン                       52    1  +10    3500     125             紫の 'P'
    アイアン・リッチ                           52    3  +10    2800     100         青灰色の 'L'
[U] 塵の中を歩くもの『クァチル・ウタウス』     52    3  +10    3300      80           灰色の 'z'
[U] ディアの『ホアルムラス』                   52    3  +10    2500     100           灰色の 'W'
[U] ゲイツの宿敵『スティーヴン・ジョーブツ』   52    5  +30    2500      90         青灰色の 'p'
    グレート・ドラコリッチ                     52    3  +10    2800     120             青い 'D'
    グレート・ドラコリスク                     52    3  +10    2800     120             赤い 'D'
[U] 『チョコラータ』                           53    2  +20    3000     100             緑の 'm'
[U] 東夷『カムル』                             53    3  +10    3500     100           灰色の 'W'
[U] 迷路の神『アイホート』                     53    3  +10    3300      90       明るい赤の 'j'
[U] 『黄衣の王』                               53    3  +10    3200     100           万色の 'L'
    コーウィンの銃士                           54    3   +5   50d10      80             赤い 'h'
    エルダー・バンパイア                       54    3  +10    3400      90       明るい青の 'V'
    ティンダロスの猟犬                         54    3  +10   60d15     100         青灰色の 'Z'
    ナイトクローラー                           54    4  +10   80d60     160           灰色の 'W'
    バイル・ワイアーム                         54    1  +10    3300     125         青灰色の 'D'
    ストーム・ワイアーム                       54    1  +10    3300     125       明るい青の 'D'
    アイス・ワイアーム                         54    1  +10    3300     125             白い 'D'
    ヴェノム・ワイアーム                       54    1  +10    3300     125       明るい緑の 'D'
    グレート・インフェルノ・ドレイク           54    2  +10    2400     110           灰色の 'D'
    グレート・クリスタル・ドレイク             54    2  +10    2400     110           透明な 'D'
    グレート・ロア・ドレイク                   54    2  +10    2400     110       オレンジの 'D'
    グレート・イクリプス・ドレイク             54    2  +10    2400     110   明るい琥珀色の 'D'
    レッサー・クラーケン                       54    2  +10    3300     150       明るい緑の 'l'
[U] 地獄の番犬『ガルム』                       54    2  +10    3000     120         琥珀色の 'C'
[U] 地底を掘り進むもの『シュド=メル』          54    2  +15    4000      90         青灰色の 'w'
[U] 『火の鳥』                                 54    3  +10    3600     130             赤い 'B'
[U] 『ペットショップ』                         54    3  +10    3600     130       明るい赤の 'B'
    カオス・ボルテックス                       55    2  +30   32d20      80           万色の 'v'
    ヴォイド・ボルテックス                     55    2  +30   32d20      80           万色の 'v'
    アビス・ボルテックス                       55    2  +30   32d20      80           万色の 'v'
    エーテル・ボルテックス                     55    2  +20   32d20      40           万色の 'v'
    ドラゴン・クイルスルグ                     55    3  +10     720       1       明るい緑の 'Q'
    手のドルジ                                 55    4  +20     600     110           黄色の 's'
    鋼鉄ドラゴン                               55    3  +10    5000     200           灰色の 'D'
[U] 混沌のサマ師『ディオニソス』               55    7  +44    1000     162             緑の 'G'
    目のドルジ                                 55    4  +20    1000      90             赤い 's'
[U] 双子のひわいなるもの『ツァール』           55    3  +10    5000     120           灰色の 'R'
[U] 魔人『ウォーケン』                         55    7  +15    4000     140       オレンジの 'p'
    ヘル・ワイアーム                           55    1  +10    3800     130       明るい赤の 'D'
    <コーン>の渇血悪魔                         55    3  +34    4200     180             赤い 'U'
[U] 『レルニアン・ヒドラ』                     55    2  +10    4500     140       明るい緑の 'M'
[U] 暗黒城の魔術師『アンサロム』               55   10  +10    3300     100           灰色の 'p'
[U] 大鷲王『ソロンドール』                     55    1  +32    3000      65         琥珀色の 'B'
[U] 吸血鬼の使者『スリングウェシル』           55    4  +20    4000     145           灰色の 'V'
[U] 名状しがたきもの『ハスター』               55    4  +10    5225     150             青い 'H'
[U] ヘルドレイク『ニーズホッグ』               55    2  +10    4329     133           灰色の 'D'
[U] 声の道を導きしもの『パーサーナックス』     55    3  +10    3750     120           黄色の 'D'
    マインドワーム                             56    3  +15  120d10      80   明るい琥珀色の 'w'
[U] 『いなずま・あらし』                       56    3  +15    4000     120   明るい青灰色の 'v'
    フルゥ                                     56    3  +10    4000     150         青灰色の 'P'
[U] ありうべからざるもの『ニョグタ』           56    2  +20    5445     120           灰色の 'j'
[U] 青き衣の『フンディン』                     56    2  +20    5000     195       明るい緑の 'h'
[U] ゴンドリンを裏切りし『マイグリン』         56    5  +10    3200      50             赤い 'h'
[U] 線の巨匠『ドワーキン』                     56    2  +20    4800     195           万色の 'p'
[U] ナイアルラトホテップの化身『アフトゥ』     56    3  +20    5500     120           灰色の '#'
    腐敗ビホルダー                             57    4  +10    2700      80             紫の 'e'
[U] 冥界の裁判長『閻魔大王』                   57    2  +10    3300     100           万色の 'O'
[U] 光の堕天使『エミリオ・ミハイロフ』         57    5  +17    5000     160             青い 'A'
[U] 『サンタクロース』                         57    3  +40    2500     100             赤い 'h'
[U] 『サウロンのロ』                           58    3  +10    3500     100             紫の 'p'
[U] ヴェールを与えるもの『ダオロス』           58    3  +10    7200     125         青灰色の 'U'
[U] 黒竜『アンカラゴン』                       58    3  +10    7500     125           灰色の 'D'
[U] 『ディファイラー』                         58    3  +10    7500     120           灰色の 'K'
    あつくもえるてき                           59    6  +20    1800       6             赤い '~'
    ナイトウォーカー                           59    4  +20   50d65     175           灰色の 'W'
    修験道師範代                               59    3  +15    1980      80       明るい青の 'p'
    グレーター・ファルメル・シャドウマスター   59    4  +10    2800     130             赤い 'h'
[U] 『ドルアーガ』                             59    2  +10    4500     120             紫の 'h'
    王蟲                                       60   20   +0    1000      90             緑の 'w'
    吸魂鬼                                     60    4  +10    1000     100           灰色の 'G'
    混沌の王族                                 60    3  +20    2475      80           万色の 'p'
    ファルメル・ウォーモンガー                 60    3  +10  100d49     120       明るい赤の 'h'
    魔王の使い                                 60    3  +10    1500     230             紫の 'U'
[U] 『ロストリンギル大佐』                     60    5   +5    4000     150           灰色の 'p'
[U] 氷竜『ブラムド』                           60    7  +15    5050     150             白い 'D'
[U] 水竜『エイブラ』                           60    7  +15    5050     150             青い 'D'
[U] 邪竜『ナース』                             60    7  +15    5050     150         青灰色の 'D'
[U] 金鱗の竜王『マイセン』                     60    7  +15    5050     150           黄色の 'D'
[U] 火竜山の魔竜『シューティングスター』       60    7  +15    5050     150             赤い 'D'
    万色ワイアーム                             60    2  +10    4800     140           万色の 'D'
[U] 万色の『サルマン』                         60    1  +10    5000     100           万色の 'p'
[U] 灰色の『ガンダルフ』                       60    7  +10    4949     100             紫の 'p'
[U] アンバーの狂気の夢想家『ブランド』         60    1  +10    5000     100           万色の 'p'
[U] 狂気を紡ぎしもの『アブドゥル・アルハザー   60    2  +10    5000     100             緑の 'p'
    ド』
    単龍虫                                     61  255  +10     500     150             紫の 'c'
    龍虫                                       61  255  +10    1000     150             紫の 'c'
    百足龍虫                                   61    2  +10    2000     150             紫の 'c'
    デミリッチ                                 61    2  +10    3000     100   明るい琥珀色の 'L'
    変幻の魔公                                 61    3  +20    3500     150           万色の 'B'
    禁断の護り手                               61    3  +20    4200     150             紫の 'H'
[U] 混沌の覇者『はぶ』                         61    2  +20    7326     175       明るい緑の 'h'
[U] サイバー『レムス』                         61    3  +20    5000     160   明るい青灰色の 'g'
[U] ヴォルキハル城の主『ハルコン』             61    2  +10    5600     120         青灰色の 'V'
[U] 闇の帝王『ヴォルデモート』                 61    4  +10    5000     100           灰色の 'p'
    アイル・オブ・ディープ                     62    3  +15  200d20     100   明るい琥珀色の 'w'
[U] ソーシャルディスタンスの王者『リー・ナス   62    4  +10    4800     100           黄色の 'p'
    』
    シャドウ・ロード                           62    2  +10    3000     150             青い 'G'
[U] 北斗神拳の使い手『ケンシロウ』             62    2  +13    6000     170   明るい青灰色の 'p'
[U] 猫の女神『バスト』                         62    3  +20    4800     200       オレンジの 'f'
[N] ナズグル                                   63    7  +15    4356     141           灰色の 'W'
